,id,username,model_name,timestamp,stepname,app_name,accelerometer_x,accelerometer_y,accelerometer_z,Inclination,year,month,day,time,Date,Day_name
82,25021,junaid,m15_5_bundle,2020-02-17 18:52:18,Step 19 HP,Engineering_Drawing_AR,-0.004828932,-0.8215686,-0.5748583,124.98033367078278,2020,02,17,18:52:18,2020-02-17,Monday
83,25020,junaid,m15_5_bundle,2020-02-17 18:52:18,Step 23 HP,Engineering_Drawing_AR,-0.009162242,-0.8120476,-0.5909099,126.04085643059692,2020,02,17,18:52:18,2020-02-17,Monday
84,25019,junaid,m15_5_bundle,2020-02-17 18:52:00,Step 18 HP,Engineering_Drawing_AR,-0.009223274,-0.8218127000000001,-0.5762010000000001,125.03391539699906,2020,02,17,18:52:00,2020-02-17,Monday
85,25018,junaid,m15_5_bundle,2020-02-17 18:51:38,Step 17 HP,Engineering_Drawing_AR,-0.01105425,-0.8183339,-0.5881023,125.7007429733313,2020,02,17,18:51:38,2020-02-17,Monday
86,25017,junaid,m15_5_bundle,2020-02-17 18:51:17,Step 16 HP,Engineering_Drawing_AR,-0.00910121,-0.8238268,-0.5762010000000001,124.96807183401741,2020,02,17,18:51:17,2020-02-17,Monday
87,25016,junaid,m15_5_bundle,2020-02-17 18:50:58,Step 15 HP,Engineering_Drawing_AR,-0.008368819,-0.8178456000000001,-0.5792527,125.3072514755246,2020,02,17,18:50:58,2020-02-17,Monday
88,25015,junaid,m15_5_bundle,2020-02-17 18:50:42,Step 14 HP,Engineering_Drawing_AR,-0.01068805,-0.8271835999999999,-0.5732104,124.71841786214304,2020,02,17,18:50:42,2020-02-17,Monday
89,25014,junaid,m15_5_bundle,2020-02-17 18:50:23,Step 13 HP,Engineering_Drawing_AR,-0.01026083,-0.8221790000000001,-0.5787643,125.14112890453623,2020,02,17,18:50:23,2020-02-17,Monday
90,25013,junaid,m15_5_bundle,2020-02-17 18:50:03,Step 12 VP,Engineering_Drawing_AR,-0.004645834000000001,-0.8177236,-0.5752856,125.1267502669093,2020,02,17,18:50:03,2020-02-17,Monday
91,25012,junaid,m15_5_bundle,2020-02-17 18:49:41,Step 11 VP,Engineering_Drawing_AR,-0.007941591,-0.8126579,-0.5869426999999999,125.83742504357599,2020,02,17,18:49:41,2020-02-17,Monday
92,25011,junaid,m15_5_bundle,2020-02-17 18:49:18,Step 10 VP,Engineering_Drawing_AR,-0.006110615,-0.8097894,-0.5885296,126.00770540257857,2020,02,17,18:49:18,2020-02-17,Monday
