,id,username,model_name,timestamp,stepname,app_name,accelerometer_x,accelerometer_y,accelerometer_z,lat,lon
907,24196,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:32:08,Step 2,Drone_Fundamentals,0.5150070999999999,-0.223196,-0.9037212,0.0,0.0
908,24195,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:58,Step 4,Drone_Fundamentals,0.1026713,-0.5129785,-0.9247164000000001,0.0,0.0
909,24194,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:49,Step 3,Drone_Fundamentals,0.05677485,-0.5771847,-0.8419562,0.0,0.0
910,24193,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:44,Step 4,Drone_Fundamentals,0.424679,-0.4099556,-0.8639279000000001,0.0,0.0
911,24192,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:37,Step 3,Drone_Fundamentals,0.42712029999999995,-0.4402277,-0.8036278,0.0,0.0
912,24191,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:22,Step 3,Drone_Fundamentals,0.516716,-0.5132226,-0.6932809,0.0,0.0
913,24190,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:09,Step 2,Drone_Fundamentals,0.5316079,-0.36625630000000003,-0.7794589,0.0,0.0
914,24189,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:31:03,Step 2,Drone_Fundamentals,0.473505,-0.2639658,-0.8861437,0.0,0.0
915,24188,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:30:53,Step 2,Drone_Fundamentals,0.3707262,-0.7759066,-0.4904088,0.0,0.0
916,24187,drone_ar_20_035,drona_pluto_bundle,2020-02-07 16:29:51,Step 3,Drone_Fundamentals,0.06785401,-0.7651528000000001,-0.6902984999999999,0.0,0.0
917,24186,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:30:39,Step 2,Drone_Fundamentals,0.6509876,-0.12945,-0.7965481,0.0,0.0
918,24185,drone_ar_20_035,drona_pluto_bundle,2020-02-07 16:29:41,Step 3,Drone_Fundamentals,0.10518620000000001,-0.6314411,-0.7620331,0.0,0.0
919,24184,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:29:35,Step 3,Drone_Fundamentals,0.1765069,-0.7536619999999999,-0.5640523000000001,0.0,0.0
920,24183,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:30:31,Step 1,Drone_Fundamentals,0.6065559,-0.1704639,-0.7914211999999999,0.0,0.0
